segment_id	isolate_id	isolate_name	subtype	host	date	location1	location2	location3	lineage	alt_name	setting	ref	location3_short	host_type	con_date	match	log	tag	event	int_7d	int_15d	int_31d	int_90d
EPI1892540	EPI_ISL_4032578	goose/Yunlin/15010029-1/2015	H5N2	Goose	2015-01-11	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	49	27a|28a|29a|35a	M2.R4	M2	27a|28a|29a|35a	Changhua:4|Chiayi:22|Kaohsiung:2|Pingtung:57|Tainan:18|Taoyuan:2|Yunlin:56	Changhua:8|Chiayi:31|Kaohsiung:5|Pingtung:70|Tainan:37|Taoyuan:2|Yunlin:143	Changhua:29|Chiayi:53|Hsinchu:3|Kaohsiung:9|Pingtung:102|Taichung:4|Tainan:62|Taitung:1|Taoyuan:2|Yunlin:283	Changhua:44|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI1892554	EPI_ISL_4055115	goose/Yunlin/15040040/2015	H5N8	Goose	2015-04-23	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	151	214b	M1	M1	214b	Changhua:5|Tainan:2|Yunlin:8	Changhua:7|Tainan:2|Yunlin:9	Changhua:8|Pingtung:1|Tainan:2|Yunlin:16	Changhua:15|Chiayi:3|Nantou:1|Pingtung:4|Tainan:5|Taoyuan:1|Yunlin:29
EPI1892562	EPI_ISL_4055116	goose/Yunlin/16020008-4/2016	H5N2	Goose	2016-02-10	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	444	318b	M1	M1	318b	Pingtung:1|Yunlin:1	Pingtung:1|Tainan:1|Yunlin:2	Changhua:2|Pingtung:3|Tainan:2|Yunlin:3	Changhua:6|Chiayi:2|Pingtung:4|Tainan:5|Taoyuan:1|Yunlin:6
EPI1892570	EPI_ISL_4055117	goose/Yunlin/16020011-1/2016	H5N2	Goose	2016-02-14	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	448	320b	M1	M1	320b	Pingtung:1|Yunlin:1	Pingtung:1|Yunlin:2	Changhua:2|Pingtung:3|Tainan:2|Yunlin:3	Changhua:6|Chiayi:1|Pingtung:4|Tainan:5|Taoyuan:1|Yunlin:6
EPI1892578	EPI_ISL_4055118	goose/Yunlin/16030042-2/2016	H5N2	Goose	2016-03-23	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	486	325b	M1	M1	325b	Yunlin:1	Yunlin:1	Chiayi:2|Yunlin:2	Changhua:2|Chiayi:3|Pingtung:1|Tainan:3|Yunlin:5
EPI1892586	EPI_ISL_4055119	goose/Yunlin/16040002-2/2016	H5N2	Goose	2016-03-31	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	494	326b	M1	M1	326b	Chiayi:1|Yunlin:1	Chiayi:2|Yunlin:1	Chiayi:3|Yunlin:2	Changhua:2|Chiayi:3|Tainan:3|Yunlin:3
EPI1892594	EPI_ISL_4055120	goose/Yunlin/17100005/2017	H5N2	Goose	2017-10-26	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1068	529b	M1	M1	529b	Yunlin:1	Yunlin:2	Tainan:1|Yunlin:3	Tainan:1|Yunlin:8
EPI1892618	EPI_ISL_4055123	goose/Yunlin/18030020-3/2018	H5N2	Goose	2018-03-30	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1223	602b	M1	M1	602b	Pingtung:1|Tainan:1|Yunlin:3	Pingtung:1|Tainan:1|Yunlin:4	Changhua:1|Pingtung:1|Taichung:1|Tainan:1|Yunlin:6	Changhua:1|Pingtung:5|Taichung:1|Tainan:1|Yunlin:21
EPI1892626	EPI_ISL_4055124	goose/Yunlin/18040002-3/2018	H5N2	Goose	2018-04-02	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1226	603b	M1	M1	603b	Tainan:1|Yunlin:2	Changhua:1|Pingtung:1|Tainan:1|Yunlin:5	Changhua:1|Pingtung:2|Taichung:1|Tainan:1|Yunlin:7	Changhua:1|Pingtung:5|Taichung:1|Tainan:2|Yunlin:21
EPI1892634	EPI_ISL_4055125	goose/Yunlin/18040018-2/2018	H5N2	Goose	2018-04-20	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1244	611b	M1	M1	611b	Pingtung:1|Yunlin:2	Pingtung:1|Yunlin:2	Changhua:1|Pingtung:1|Taichung:1|Yunlin:5	Changhua:2|Pingtung:4|Taichung:1|Tainan:3|Yunlin:14
EPI1892642	EPI_ISL_4055126	goose/Yunlin/18050003-2/2018	H5N2	Goose	2018-05-03	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1257	612b	M1	M1	612b	Yunlin:1	Yunlin:2	Tainan:1|Yunlin:4	Changhua:2|Pingtung:2|Taichung:1|Tainan:3|Yunlin:12
EPI1892650	EPI_ISL_4055127	goose/Yunlin/18090002-3/2018	H5N2	Goose	2018-09-03	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1380	628b	M0.E7.M1	eM1	628b	Yunlin:1	Yunlin:2	Yunlin:4	Pingtung:2|Yunlin:6
EPI1892658	EPI_ISL_4055128	goose/Yunlin/18090006-1/2018	H5N2	Goose	2018-09-16	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1393	630b	M1	M1	630b	Yunlin:1	Pingtung:1|Yunlin:1	Pingtung:1|Yunlin:3	Pingtung:2|Yunlin:6
EPI1892666	EPI_ISL_4055129	goose/Yunlin/18110002-3/2018	H5N2	Goose	2018-11-21	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1459	637b	M1	M1	637b	Yunlin:2	Yunlin:4	Changhua:1|Yunlin:5	Changhua:1|Chiayi:1|Taoyuan:1|Yunlin:8
EPI1892690	EPI_ISL_4055132	turkey/Changhua/16010011-1/2016	H5N2	Turkey	2016-01-05	Asia	Taiwan	Changhua	GSGD-2344c	-	Farm	Huang_2021	Changhua	Chicken/Turkey	408	302b	M1	M1	302b	Changhua:3|Chiayi:1|Pingtung:1|Yunlin:1	Changhua:3|Chiayi:2|Pingtung:1|Tainan:2|Taoyuan:1|Yunlin:2	Changhua:4|Chiayi:3|Pingtung:2|Tainan:3|Taoyuan:1|Yunlin:2	Changhua:7|Chiayi:3|Pingtung:7|Tainan:4|Taoyuan:1|Yunlin:9
EPI1892698	EPI_ISL_4055133	turkey/Chiayi/17020086-2/2017	H5N8	Turkey	2017-02-25	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Chicken/Turkey	825	418b	M1	M1	418b	Changhua:4|Chiayi:2|Kaohsiung:1|Pingtung:2|Tainan:3|Yilan:3|Yunlin:11	Changhua:6|Chiayi:2|Hualien:3|Kaohsiung:1|Pingtung:3|Tainan:3|Yilan:5|Yunlin:28	Changhua:8|Chiayi:10|Hsinchu:1|Hualien:5|Kaohsiung:2|Pingtung:5|Tainan:9|Taoyuan:1|Yilan:5|Yunlin:39	Changhua:10|Chiayi:18|Hsinchu:1|Hualien:6|Kaohsiung:3|Nantou:1|Pingtung:8|Tainan:14|Taoyuan:1|Yilan:5|Yunlin:63
EPI1892706	EPI_ISL_4055135	turkey/Chiayi/17020092-2/2017	H5N8	Turkey	2017-02-25	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Chicken/Turkey	825	418b	M1	M1	418b	Changhua:4|Chiayi:2|Kaohsiung:1|Pingtung:2|Tainan:3|Yilan:3|Yunlin:11	Changhua:6|Chiayi:2|Hualien:3|Kaohsiung:1|Pingtung:3|Tainan:3|Yilan:5|Yunlin:28	Changhua:8|Chiayi:10|Hsinchu:1|Hualien:5|Kaohsiung:2|Pingtung:5|Tainan:9|Taoyuan:1|Yilan:5|Yunlin:39	Changhua:10|Chiayi:18|Hsinchu:1|Hualien:6|Kaohsiung:3|Nantou:1|Pingtung:8|Tainan:14|Taoyuan:1|Yilan:5|Yunlin:63
EPI1892714	EPI_ISL_4055136	turkey/Chiayi/18010013-3/2018	H5N2	Turkey	2018-01-16	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Chicken/Turkey	1150	555b	M1	M1	555b	Changhua:1|Chiayi:1|Pingtung:2|Taichung:1|Yunlin:1	Changhua:4|Chiayi:2|Pingtung:4|Taichung:1|Yunlin:4	Changhua:5|Chiayi:3|Pingtung:7|Taichung:1|Tainan:2|Yunlin:16	Changhua:5|Chiayi:5|Pingtung:13|Taichung:1|Tainan:2|Yunlin:30
EPI1892722	EPI_ISL_4055137	turkey/Yunlin/15030069-1/2015	H5N2	Turkey	2015-03-29	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	126	193b	M1	M1	193b	Changhua:1|Yunlin:3	Changhua:2|Nantou:1|Pingtung:1|Yunlin:4	Changhua:2|Chiayi:1|Nantou:1|Pingtung:1|Tainan:2|Taoyuan:1|Yunlin:8	Changhua:15|Chiayi:8|Hsinchu:7|Kaohsiung:1|Nantou:4|Pingtung:13|Tainan:14|Taoyuan:2|Yunlin:43
EPI1892730	EPI_ISL_4055138	turkey/Yunlin/15060049-1/2015	H5N2	Turkey	2015-06-29	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	218	249b	M1	M1	249b	Changhua:1|Kaohsiung:1|Yunlin:2	Changhua:2|Kaohsiung:1|Yunlin:3	Changhua:6|Kaohsiung:1|Pingtung:1|Yunlin:4	Changhua:12|Kaohsiung:1|Nantou:1|Pingtung:4|Taitung:1|Yunlin:18
EPI1892738	EPI_ISL_4055139	turkey/Yunlin/18020020-2/2018	H5N2	Turkey	2018-02-25	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1190	588b	M0.E7.M1	eM1	588b	Yunlin:5	Yunlin:7	Chiayi:1|Pingtung:4|Yunlin:12	Changhua:5|Chiayi:3|Pingtung:13|Taichung:2|Tainan:3|Yunlin:31
EPI1892746	EPI_ISL_4055140	turkey/Yunlin/18070001-2/2018	H5N2	Turkey	2018-07-02	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1317	623b	M1	M1	623b	Yunlin:1	Yunlin:2	Yunlin:5	Changhua:1|Pingtung:1|Tainan:1|Yunlin:8
EPI1892755	EPI_ISL_4055141	turkey/Yunlin/18090003-3/2018	H5N2	Turkey	2018-09-03	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1380	629b	M1	M1	629b	Yunlin:1	Yunlin:2	Yunlin:4	Pingtung:2|Yunlin:6
EPI1892763	EPI_ISL_4055142	turkey/Yunlin/18110001-3/2018	H5N2	Turkey	2018-11-07	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1445	635b	M1	M1	635b	Yunlin:1	Yunlin:1	Yunlin:4	Changhua:1|Chiayi:1|Pingtung:1|Taoyuan:1|Yunlin:7
EPI1892771	EPI_ISL_4055143	turkey/Yunlin/18120005-2/2018	H5N2	Turkey	2018-12-27	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1495	644b	M1	M1	644b	Yunlin:2	Yunlin:2	Chiayi:1|Taoyuan:1|Yunlin:3	Changhua:1|Chiayi:1|Hsinchu:1|Pingtung:1|Taoyuan:1|Yunlin:9
EPI553208	EPI_ISL_169390	crane/Kagoshima/KU1/2014	H5N8	wildbird	2014-11-23	Asia	Japan	Kagoshima	GSGD-2344c	-	Wildbird	-	Kagoshima	Wildbird	0	jp	M1	M1	jp	NA	NA	NA	NA
EPI573638	EPI_ISL_174516	crane/Kagoshima/KU13/2014_H5N8	H5N8	wildbird	2014-12-07	Asia	Japan	Kagoshima	GSGD-2344c	-	Wildbird	-	Kagoshima	Wildbird	14	jp	M1	M1	jp	NA	NA	NA	NA
EPI588952	EPI_ISL_179023	goose/Taiwan/a015/2015	H5N8	Goose	2015-01-11	Asia	Taiwan	Chiayi	GSGD-2344c	goose/TW/15010015/2015	Unknown	Lee_2016|Chen_2017	Chiayi	Duck/Goose	49	39a|40a|41a|42a|43a	M2.R5	M2	39a|40a|41a|42a|43a	Changhua:4|Chiayi:22|Kaohsiung:2|Pingtung:57|Tainan:18|Taoyuan:2|Yunlin:56	Changhua:8|Chiayi:31|Kaohsiung:5|Pingtung:70|Tainan:37|Taoyuan:2|Yunlin:143	Changhua:29|Chiayi:53|Hsinchu:3|Kaohsiung:9|Pingtung:102|Taichung:4|Tainan:62|Taitung:1|Taoyuan:2|Yunlin:283	Changhua:44|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI588960	EPI_ISL_179024	duck/Taiwan/a043/2015	H5N2	Duck	2015-01-13	Asia	Taiwan	Changhua	GSGD-2344c	-	Unknown	Lee_2016|Chen_2017	Changhua	Duck/Goose	51	49a	M0.E7.M1	eM1	49a	Changhua:7|Chiayi:21|Kaohsiung:5|Pingtung:61|Tainan:30|Taoyuan:2|Yunlin:92	Changhua:13|Chiayi:40|Kaohsiung:5|Pingtung:79|Taichung:2|Tainan:50|Taoyuan:2|Yunlin:177	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:11|Pingtung:107|Taichung:4|Tainan:71|Taitung:1|Taoyuan:2|Yunlin:307	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI588976	EPI_ISL_179026	duck/Taiwan/a068/2015	H5N8	Duck	2015-01-13	Asia	Taiwan	Tainan	GSGD-2344c	duck/TW/TN/15010068/2015	Unknown	Lee_2016|Chen_2017	Tainan	Duck/Goose	51	98a	M1	M1	98a	Changhua:7|Chiayi:21|Kaohsiung:5|Pingtung:61|Tainan:30|Taoyuan:2|Yunlin:92	Changhua:13|Chiayi:40|Kaohsiung:5|Pingtung:79|Taichung:2|Tainan:50|Taoyuan:2|Yunlin:177	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:11|Pingtung:107|Taichung:4|Tainan:71|Taitung:1|Taoyuan:2|Yunlin:307	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI690520	EPI_ISL_206456	goose/Taiwan/TNC1/2015	H5N8	Goose	2015-01-17	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2015	Tainan	Duck/Goose	55	240a	M1	M1	240a	Changhua:10|Chiayi:24|Kaohsiung:3|Pingtung:46|Taichung:2|Tainan:38|Yunlin:130	Changhua:23|Chiayi:43|Hsinchu:3|Kaohsiung:6|Pingtung:94|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:236	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:120|Taichung:4|Tainan:80|Taitung:1|Taoyuan:2|Yunlin:337	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:147|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI690648	EPI_ISL_206472	goose/Taiwan/TNO3/2015	H5N8	Goose	2015-01-17	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2015	Tainan	Duck/Goose	55	240a	M1	M1	240a	Changhua:10|Chiayi:24|Kaohsiung:3|Pingtung:46|Taichung:2|Tainan:38|Yunlin:130	Changhua:23|Chiayi:43|Hsinchu:3|Kaohsiung:6|Pingtung:94|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:236	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:120|Taichung:4|Tainan:80|Taitung:1|Taoyuan:2|Yunlin:337	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:147|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI750098	EPI_ISL_219872	goose/Taiwan/01038/2015	H5N3	Goose	2015-01-12	Asia	Taiwan	Taoyuan:2|Changhua:1|Yunlin:15|Chiayi:1|Tainan:6|Kaohsiung:1|Pingtung:14	GSGD-2344c	KU646901	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	50	44a|73a|78a|79a|80a	M2.R5	M2	44a|73a|78a|79a	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI750114	EPI_ISL_219874	duck/Taiwan/A3400/2015	H5N8	Duck	2015-02-08	Asia	Taiwan	Changhua:2|Chiayi:1	GSGD-2344c	KU646917	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	77	96b	M1	M1	96b	Changhua:8|Chiayi:10|Kaohsiung:3|Miaoli:1|Nantou:2|Pingtung:10|Tainan:7|Yunlin:15	Changhua:11|Chiayi:23|Kaohsiung:5|Miaoli:2|Nantou:6|Pingtung:26|Taichung:1|Tainan:20|Yunlin:44	Changhua:22|Chiayi:36|Hsinchu:5|Kaohsiung:16|Miaoli:2|Nantou:6|Pingtung:51|Taichung:2|Tainan:49|Yunlin:153	Changhua:47|Chiayi:89|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:8|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:4|Yunlin:395
EPI750122	EPI_ISL_219875	goose/Taiwan/01019/2015	H5N8	Goose	2015-01-11	Asia	Taiwan	Changhua:1|Yunlin:8|Chiayi:7|Tainan:1|Pingtung:3	GSGD-2344c	KU646925	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	49	30a|31a|36a|37a|38a|39a|40a|41a|42a|43a	M2.R10	M2	30a|31a|36a|37a|38a|39a|40a|41a|42a|43a	Changhua:4|Chiayi:22|Kaohsiung:2|Pingtung:57|Tainan:18|Taoyuan:2|Yunlin:56	Changhua:8|Chiayi:31|Kaohsiung:5|Pingtung:70|Tainan:37|Taoyuan:2|Yunlin:143	Changhua:29|Chiayi:53|Hsinchu:3|Kaohsiung:9|Pingtung:102|Taichung:4|Tainan:62|Taitung:1|Taoyuan:2|Yunlin:283	Changhua:44|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI750130	EPI_ISL_219876	goose/Taiwan/01026/2015	H5N8	Goose	2015-01-12	Asia	Taiwan	Taoyuan:2|Changhua:1|Yunlin:15|Chiayi:1|Tainan:6|Kaohsiung:1|Pingtung:14	GSGD-2344c	KU646933	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	50	47a|50a|51a|52a|53a|64a|65a|67a|80a|81a|82a	M2.R11	M2	47a|50a|51a|52a|53a|64a|65a|67a|81a|82a	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI750138	EPI_ISL_219877	goose/Taiwan/01039/2015	H5N8	Goose	2015-01-12	Asia	Taiwan	Taoyuan:2|Changhua:1|Yunlin:15|Chiayi:1|Tainan:6|Kaohsiung:1|Pingtung:14	GSGD-2344c	KU646941	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	50	47a|50a|51a|52a|53a|64a|65a|67a|80a|81a|82a	M2.R11	M2	47a|50a|51a|52a|53a|64a|65a|67a|81a|82a	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI750146	EPI_ISL_219878	duck/Taiwan/01006/2015	H5N2	Duck	2015-01-09	Asia	Taiwan	Yunlin:6|Chiayi:5	GSGD-2344c	KU646861	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	47	194a|231a|166a|163a|98a|101a|114a|49a|83a|5a	M0.E7.M2.R10	eM2	194a|231a|166a|163a|101a|114a|49a|83a|5a	Changhua:2|Chiayi:16|Kaohsiung:1|Pingtung:20|Tainan:8|Taoyuan:2|Yunlin:34	Changhua:7|Chiayi:27|Kaohsiung:5|Pingtung:63|Tainan:30|Taoyuan:2|Yunlin:102	Changhua:23|Chiayi:49|Hsinchu:3|Kaohsiung:6|Pingtung:96|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:246	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:145|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
EPI750154	EPI_ISL_219879	goose/Taiwan/01022/2015	H5N2	Goose	2015-01-12	Asia	Taiwan	Taoyuan:2|Changhua:1|Yunlin:15|Chiayi:1|Tainan:6|Kaohsiung:1|Pingtung:14	GSGD-2344c	KU646869	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	50	45a|46a|48a|54a|55a|56a|57a|58a|59a|60a|61a|62a|63a|68a|69a|70a|71a|72a|73a|74a|75a|76a|77a|80a|82a	M2.R25	M2	45a|46a|48a|54a|55a|56a|57a|58a|59a|60a|61a|62a|63a|68a|69a|70a|71a|72a|73a|74a|75a|76a|77a|82a	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI750162	EPI_ISL_219880	goose/Taiwan/01023/2015	H5N2	Goose	2015-01-12	Asia	Taiwan	Taoyuan:2|Changhua:1|Yunlin:15|Chiayi:1|Tainan:6|Kaohsiung:1|Pingtung:14	GSGD-2344c	KU646877	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	50	45a|46a|48a|54a|55a|56a|57a|58a|59a|60a|61a|62a|63a|68a|69a|70a|71a|72a|73a|74a|75a|76a|77a|80a|82a	M2.R25	M2	45a|46a|48a|54a|55a|56a|57a|58a|59a|60a|61a|62a|63a|68a|69a|70a|71a|72a|73a|74a|75a|76a|77a|82a	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI750170	EPI_ISL_219881	goose/Taiwan/01031/2015	H5N2	Goose	2015-01-12	Asia	Taiwan	Taoyuan:2|Changhua:1|Yunlin:15|Chiayi:1|Tainan:6|Kaohsiung:1|Pingtung:14	GSGD-2344c	KU646885	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	50	45a|46a|48a|54a|55a|56a|57a|58a|59a|60a|61a|62a|63a|68a|69a|70a|71a|72a|73a|74a|75a|76a|77a|80a|82a	M2.R25	M2	45a|46a|48a|54a|55a|56a|57a|58a|59a|60a|61a|62a|63a|68a|69a|70a|71a|72a|73a|74a|75a|76a|77a|82a	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI750178	EPI_ISL_219882	goose/Taiwan/01040/2015	H5N2	Goose	2015-01-12	Asia	Taiwan	Taoyuan:2|Changhua:1|Yunlin:15|Chiayi:1|Tainan:6|Kaohsiung:1|Pingtung:14	GSGD-2344c	KU646893	Farm	Lee_2016|baphiq	Unknown	Duck/Goose	50	45a|46a|48a|54a|55a|56a|57a|58a|59a|60a|61a|62a|63a|68a|69a|70a|71a|72a|73a|74a|75a|76a|77a|80a|82a	M2.R25	M2	45a|46a|48a|54a|55a|56a|57a|58a|59a|60a|61a|62a|63a|68a|69a|70a|71a|72a|73a|74a|75a|76a|77a|82a	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
