mean	stderr_mean	stdev	variance	median	mode	geom_mean	hpd_interval_low	hpd_interval_high	act	ess	location
0.4709596376138891	0.007091253747244749	0.5045540794474026	0.2545748190870159	0.4787134165516633	n/a	n/a	-0.6066576519710856	1.426696002054974	1.9756839096258545	5062.044566579449	From Changhua
0.5764794197409875	0.004419534013401859	0.35463425402617643	0.12576545412870263	0.5460420637253899	n/a	n/a	-0.17618983792832443	1.3004765416842403	1.5533826584146877	6438.207576107853	To Changhua
0.4743117793431055	0.004969675941143037	0.4970172908737159	0.2470261874274479	0.48677515470405386	n/a	n/a	-0.5859910693121088	1.5163459852309862	1	10001	From Chiayi
0.6433689612673957	0.004066792737075543	0.30656826447256863	0.0939841007817228	0.6058243801715941	n/a	n/a	0.08244927215238446	1.3136189558428004	1.7600967562343648	5682.073990862081	To Chiayi
0.4432953909274806	0.005266519886063755	0.4902410164743695	0.24033625423382304	0.4819807705397471	n/a	n/a	-0.6164554397513028	1.3948824448881163	1.1542902390007044	8664.198710246477	From Hsinchu
0.5316339949697201	0.004155041542058041	0.4007253915825803	0.16058083945901233	0.5217164752509608	n/a	n/a	-0.24610832099706847	1.436104895523538	1.075335221878873	9300.355644006353	To Hsinchu
0.45943992088768176	0.005437613996855258	0.49936600174970697	0.24936640370348837	0.4824362751497244	n/a	n/a	-0.5509495430233189	1.547783701933095	1.1859480412939947	8432.915820736844	From Hualien
0.45833928366347076	0.006436667045269101	0.5183487336624748	0.2686854096894913	0.4857021235048704	n/a	n/a	-0.6085663295772341	1.4906403839960578	1.5422857999762536	6484.5309476064585	To Hualien
0.3922915838334001	0.005116027526277806	0.4784336728417215	0.22889877930881938	0.4490246572339227	n/a	n/a	-0.609506260607285	1.362714967479819	1.1436921043419048	8744.486354353827	From Kaohsiung
0.2353771981102605	0.00421457163165071	0.35975252790429796	0.1294218813335327	0.30038046291769693	n/a	n/a	-0.5550854412208976	0.8322388483273317	1.372732845148777	7285.467114262929	To Kaohsiung
0.45107915766366186	0.005225074848439762	0.4931901136521661	0.2432364882042365	0.4829097399813904	n/a	n/a	-0.6544940908972572	1.4234295628094789	1.12264684989687	8908.411403745287	From Miaoli
0.5337471212973424	0.00441992541398609	0.40433228440962293	0.16348459621590422	0.528887671394279	n/a	n/a	-0.27736768020391395	1.4138927558823466	1.1951981080153755	8367.650461400615	To Miaoli
0.4819636302816232	0.005081877736329112	0.48755491034827003	0.23770979060470962	0.4928370539004003	n/a	n/a	-0.5693052354580863	1.484589448844169	1.0866463100155634	9203.546644222039	From Nantou
0.5024588493801986	0.003590221002311364	0.3590580024411538	0.12892264911703163	0.5095076019392167	n/a	n/a	-0.3081840704347722	1.2139663452187026	1	10001	To Nantou
0.47547635983042913	0.005733424836764606	0.41243636020447316	0.17010375121871393	0.4767864861644847	n/a	n/a	-0.4233073050731928	1.2793432016737256	1.932863613180882	5174.188148506514	From Pingtung
0.22996961549057038	0.0040156912770574	0.3443247538892807	0.1185595361409137	0.2774318205648549	n/a	n/a	-0.5509601930023499	0.8103556263095085	1.3604137021933889	7351.4402154840345	To Pingtung
0.4125308669523821	0.005269017602735073	0.48906428726960244	0.23918387708252423	0.4622587673058969	n/a	n/a	-0.6038536893512545	1.38885752733874	1.1609519681494391	8614.482144288557	From Taichung
0.20886541398373407	0.006056467637924737	0.44679967009147276	0.19962994519384888	0.3060849739568384	n/a	n/a	-0.7565700559203185	0.9514697281219154	1.837807285898998	5441.811052080917	To Taichung
0.5984654923506205	0.005569961376695073	0.492507334253664	0.24256347429365033	0.5543827503880359	n/a	n/a	-0.3481072379124952	1.6512966854576654	1.279280610257976	7817.674964981474	From Tainan
0.7715599448150331	0.0045133628417856975	0.32556427433945156	0.10599209672617367	0.7242862246952257	n/a	n/a	0.21929154133140472	1.4624019432193611	1.9222677032969733	5202.709270330457	To Tainan
0.4389848396524686	0.005266161719858851	0.4888717607073104	0.23899559841706577	0.4716380260118225	n/a	n/a	-0.5983397302325406	1.439642970887677	1.160607400830798	8617.039657718002	From Taoyuan
0.4474313486970389	0.004392911326726076	0.39584766082412154	0.15669537057992877	0.47826858640761233	n/a	n/a	-0.4051261837164313	1.240860608148132	1.2317868473079259	8119.099519415407	To Taoyuan
0.460198430702049	0.005072353459543202	0.5011185990834968	0.25111985034740636	0.4910379682341072	n/a	n/a	-0.5823247159211606	1.4924580598160218	1.0247662856660054	9759.298427250907	From Yilan
0.511415743227371	0.004836887774154101	0.4429496222112174	0.19620436781706024	0.513836768831905	n/a	n/a	-0.3831773662494689	1.4528565875200774	1.1926422908282197	8385.582229399979	To Yilan
0.9622008882315638	0.012885685109093685	0.6420633002919484	0.41224528158178864	0.7796243295382084	n/a	n/a	0.035633619191348775	2.334439542307876	4.028526170876893	2482.5456198595507	From Yunlin
0.8600170786271673	0.008834176862272959	0.5145698337709257	0.26478211382703815	0.7399985663483817	n/a	n/a	0.024796981753968102	1.923522146772712	2.948019751874264	3392.4467411189016	To Yunlin
