mean	stderr_mean	stdev	variance	median	mode	geom_mean	hpd_interval_low	hpd_interval_high	act	ess	name	epoch	from	to	bf	mj_prop	from_i	to_i	type
0.0545134818288395	0.0013679875483000497	0.22703202278218598	0.05154353936857101	0	0	0	0	1	1.0530111617482618	27541.96826541651	Changhua.Chiayi	0	Changhua	Chiayi	0.7495350278983278	2.539252888156626e-4	8	11	geo.indicators.epoch0.Changhua.Chiayi
0.046100268946969426	0.001261628628350587	0.20970586658024779	0.043976550478172685	0	0	0	0	0	1.0497474620823204	27627.597157958822	Changhua.Hsinchu	0	Changhua	Hsinchu	0.6282667630580192	1.6235632277216277e-5	8	4	geo.indicators.epoch0.Changhua.Hsinchu
0.05423763878353206	0.0013550416318597082	0.22648992491156222	0.051297686086445096	0	0	0	0	1	1.0381268520600229	27936.85563806527	Changhua.Kaohsiung	0	Changhua	Kaohsiung	0.7455248095081832	2.272988518810279e-4	8	13	geo.indicators.epoch0.Changhua.Kaohsiung
0.06047858768360787	0.0014900524125857119	0.2383755175981746	0.056822887390197654	0	0	0	0	1	1.13324213847627	25592.059291931542	Changhua.Miaoli	0	Changhua	Miaoli	0.8368320610687002	3.773160941225063e-4	8	6	geo.indicators.epoch0.Changhua.Miaoli
0.053306668505620484	0.0014179264326341257	0.22464818653440427	0.0504668077131965	0	0	0	0	1	1.1554322522108083	25100.56296637684	Changhua.Nantou	0	Changhua	Nantou	0.7320075757575786	2.967873580275136e-4	8	9	geo.indicators.epoch0.Changhua.Nantou
0.058237362940486315	0.001401095093286759	0.2341957806335565	0.054847663666560915	0	0	0	0	1	1.0380541634142955	27938.81188685631	Changhua.New_Taipei	0	Changhua	New_Taipei	0.8039029033793352	3.5458620893440347e-4	8	1	geo.indicators.epoch0.Changhua.New_Taipei
0.06454727260188936	0.0015748012441488132	0.24572953471348774	0.06038300423050717	0	0	0	0	1	1.191186341216255	24347.156273121505	Changhua.Pingtung	0	Changhua	Pingtung	0.89701437523037	6.163046012431299e-4	8	14	geo.indicators.epoch0.Changhua.Pingtung
0.05485828563547353	0.001373513047486185	0.22770736036084455	0.05185064196250352	0	0	0	0	1	1.055247577758911	27483.597793792796	Changhua.Taichung	0	Changhua	Taichung	0.7545510926270492	6.292931070649029e-4	8	7	geo.indicators.epoch0.Changhua.Taichung
0.1588166333356315	0.003279404867709824	0.36551130877067217	0.13359851683924967	0	0	0	0	1	2.334701488784657	12422.14481779303	Changhua.Tainan	0	Changhua	Tainan	2.4544187571732983	0.004586241405668054	8	12	geo.indicators.epoch0.Changhua.Tainan
0.05654782428798069	0.0014234573270078881	0.2309805347941295	0.05335200745378207	0	0	0	0	1	1.1014912776356267	26329.759108264006	Changhua.Taipei	0	Changhua	Taipei	0.779182808274257	3.6562643888291056e-4	8	2	geo.indicators.epoch0.Changhua.Taipei
0.1675401696434725	0.0028932706720832084	0.3734638809305222	0.13947527035968726	0	0	0	0	1	1.740699645063869	16661.116742478494	Changhua.Taoyuan	0	Changhua	Taoyuan	2.6163691339104433	0.0025808161067862995	8	3	geo.indicators.epoch0.Changhua.Taoyuan
0.12754292807392534	0.0024874122978143553	0.33358592076719656	0.11127956653409833	0	0	0	0	1	1.612586620369767	17984.770327159124	Changhua.Yilan	0	Changhua	Yilan	1.9004465873611727	0.0017586436882680672	8	5	geo.indicators.epoch0.Changhua.Yilan
0.07513274946555527	0.0015988138066973722	0.2636099684617714	0.06949021547241611	0	0	0	0	1	1.0668787003613531	27183.97132699058	Changhua.Yunlin	0	Changhua	Yunlin	1.0560712821086562	0.00464598853244821	8	10	geo.indicators.epoch0.Changhua.Yunlin
0.04085925108613183	0.0012057798649005792	0.197967482207754	0.0391911240116774	0	0	0	0	0	1.0759479403600745	26954.83574260503	Chiayi.Hsinchu	0	Chiayi	Hsinchu	0.5537980371715117	1.4287356403950324e-5	11	4	geo.indicators.epoch0.Chiayi.Hsinchu
0.09213157713261283	0.0032093035615290808	0.28921658628387503	0.08364623378169814	0	0	0	0	1	3.5712325216485707	8121.005793991803	Chiayi.Kaohsiung	0	Chiayi	Kaohsiung	1.3192556019749537	0.0024983390948180406	11	13	geo.indicators.epoch0.Chiayi.Kaohsiung
0.07206399558651147	0.001720347319613488	0.2585983022681	0.0668730819359436	0	0	0	0	1	1.2835826988191803	22594.57067057706	Chiayi.Miaoli	0	Chiayi	Miaoli	1.0095868014268758	7.780114987242041e-4	11	6	geo.indicators.epoch0.Chiayi.Miaoli
0.258913178401493	0.007794474791138878	0.43804538654873354	0.1918837606766294	0	0	0	0	1	9.182869557144864	3158.2720215637364	Chiayi.Nantou	0	Chiayi	Nantou	4.541804308379556	0.008399666714940612	11	9	geo.indicators.epoch0.Chiayi.Nantou
0.06699537962899096	0.00159573371746241	0.250018307483259	0.06250915407679344	0	0	0	0	1	1.1814630527509575	24547.530227433508	Chiayi.New_Taipei	0	Chiayi	New_Taipei	0.9334786947041629	6.935862108826793e-4	11	1	geo.indicators.epoch0.Chiayi.New_Taipei
0.13830080684090756	0.004379669666065001	0.34522138254185014	0.11917780296410645	0	0	0	0	1	4.667993673955446	6212.947579987833	Chiayi.Pingtung	0	Chiayi	Pingtung	2.086471129606659	0.005479850606206037	11	14	geo.indicators.epoch0.Chiayi.Pingtung
0.04258327011930235	0.0012092291897353605	0.20191914479964787	0.04077134103662117	0	0	0	0	0	1.0401720287781255	27881.92644832818	Chiayi.Taichung	0	Chiayi	Taichung	0.578204343285198	4.221264392076232e-5	11	7	geo.indicators.epoch0.Chiayi.Taichung
