tree	state	t1_p	t2_p
32	Pingtung	0.6007970282130356	0.34311307942187413
32	Taichung	0.004777792425963861	0
32	Tainan	0.37987962482249255	0
32	Yunlin	0.6510140267982043	1
33	Changhua	0.8801851325538134	0.22089041096096837
33	Chiayi	0.18578984184940903	0.3219669633163451
33	Nantou	0	0.017538857089859288
33	Pingtung	0.5818677122806843	0.39058855421482824
33	Taichung	0.0032967713834602575	0
33	Tainan	0.7341878824498971	0.21660958904295627
33	Yunlin	0.5869817544326451	1
34	Changhua	1	0.22089041095706038
34	Chiayi	0.1268141046076399	0.4099885754882571
34	Kaohsiung	0.166214030581199	0
34	Nantou	0	0.020743309386704586
34	Pingtung	0.572261343786292	0.5232825127187015
34	Taichung	0.018366036650278354	0
34	Tainan	0.4597411610195414	0.21660958903904828
34	Yunlin	0.4707912941090266	1
35	Changhua	0.9818218686074734	0.2552839315781702
35	Chiayi	0.2330115281802621	0.5421824299648736
35	Nantou	0	0.006978919468724838
35	Pingtung	0.6560635525240932	0.30240435684765377
35	Taichung	0.007309378785774046	0
35	Tainan	1	0.21660958904295627
35	Yunlin	0.43384935282987114	1
36	Changhua	0.8867915300715294	0.3022260273984907
36	Chiayi	0.373695406534083	0.2970674355820235
36	Pingtung	0.5825950362738237	0.337750128738245
36	Taichung	0.007785797965940458	0
36	Tainan	0.37083071211878554	0
36	Yunlin	0.5517148996589749	1
37	Changhua	0.7985248453345469	0.3022260273984907
37	Chiayi	0.1141553597552005	0.4033788328007664
37	Pingtung	0.7435811209562817	0.6819285846717521
37	Taichung	0.006514775538533906	0
37	Tainan	0.38522743357952993	0.21660958904295627
37	Yunlin	0.36518849904755396	1
38	Changhua	0.8654100965410639	0.6282298300936981
38	Chiayi	0.06813117870108887	0.1542478543046573
38	Pingtung	0.7390279739518548	0.29319801198439926
38	Taichung	0.005856833395692249	0
38	Tainan	0.45176089598586827	0.21660958904295627
38	Yunlin	0.29684134673784757	0.9721746575350975
39	Changhua	0.8519016073776494	0.6254280821913949
39	Chiayi	0.06103627992695639	0.3214490317186463
39	Kaohsiung	0	0.1427897386523728
39	Nantou	0	8.932859296705794e-4
39	Pingtung	0.7412391716881346	0.2973913510585978
39	Taichung	0.005968798768871157	0
39	Tainan	0.4192349215132735	0.21660958904295627
39	Yunlin	0.6888013141173398	1
40	Changhua	1	0.22089041095706038
40	Chiayi	0.12493852543666137	0.3170588733320442
40	Nantou	0	0.015948477800796813
40	Pingtung	0.6119975307992758	0.2895056331328387
40	Taichung	0.002800491122635241	0
40	Tainan	0.44653881653717503	0.21660958903904828
40	Yunlin	0.45799777604958064	1
41	Changhua	1	0.22089041095706038
41	Chiayi	0.12840776656587338	0.11346802362498865
41	Pingtung	0.579579383130369	0.4923381821679507
41	Taichung	0.005736973003307142	0
41	Tainan	0.4321003421501746	0.21660958904295627
41	Yunlin	0.3948361288087384	1
42	Changhua	0.7777020998709797	0.3772580763750278
42	Chiayi	0.07252168066006864	0.20803302038670796
42	Pingtung	0.741607371215288	0.6703519786561687
42	Taichung	0.005356394892364382	0
42	Tainan	0.3858003879049211	0.21660958904295627
42	Yunlin	0.4580368600897056	1
43	Changhua	0.8779009461020715	0.362901443179695
43	Chiayi	0.32675032430260015	0.47514860561716066
43	Pingtung	0.6387640709096178	0.5932590706912809
43	Taichung	0.0036223413633079023	0
43	Tainan	0.4114767579575691	0.21660958903904828
43	Yunlin	0.4769072511809603	1
44	Changhua	0.9190199384359921	0.22089041096096837
44	Chiayi	0.7997986603626641	0.21794492694534234
44	Nantou	0	0.019205264679732305
44	Pingtung	0.3758988083029768	0.4955272499726269
44	Taichung	0.0031860046170169892	0
44	Tainan	0.4813936030419873	0.21660958903904828
44	Yunlin	0.4859630257764926	1
45	Changhua	0.7651824933460858	0.22089041096096837
45	Chiayi	0.4377108607350637	0.14198180323824625
45	Pingtung	0.5069455837905428	0.5238597882733488
45	Taichung	0.0029613029670498216	0
45	Tainan	0.5714560341540077	0.059356405570372577
45	Yunlin	0.2988107192123662	1
46	Changhua	0.9184129886654222	0.22089041095706038
46	Chiayi	0.12638380227574186	0.2630473327813121
46	Pingtung	0.7001228261611999	0.6180614442382408
46	Taichung	0.011016153691291108	0
46	Tainan	0.39532915156989695	0.04562986433204988
46	Yunlin	0.6354945504513332	1
47	Changhua	0.8188241807563393	0.22089041095706038
47	Chiayi	0.7776090468126114	0.49083773633201727
47	Pingtung	0.6607682062531446	0.498850352773383
47	Taichung	0.013244231713282472	0
47	Tainan	0.13296330931541653	0.10408792299222833
47	Yunlin	0.6935983864170133	1
48	Changhua	0.7790157336161099	0.22089041096096837
48	Chiayi	0.3949043757583237	0.3725778525937888
48	Pingtung	0.5145336258410415	0.6534896613241251
48	Taichung	0.009041216840510177	0
48	Tainan	0.11424557892711795	0
48	Yunlin	0.4337355615393606	1
49	Changhua	0.8606425754505268	0.27474587701179864
49	Chiayi	0.3801948695498902	0.32486036170700255
49	Pingtung	0.6036907806764428	0.7776842535350966
49	Taichung	0.008757068678529645	0
49	Tainan	0.3184148531080528	0
49	Yunlin	0.8418946674215351	1
50	Changhua	0.8790891487761708	0.3022260273984907
50	Chiayi	0.16254448762533902	0.1523112137187152
50	Kaohsiung	0	0.11669613682031887
50	Pingtung	0.5735582111961963	0.7113261546639347
50	Taichung	0.0023074818280518715	0
50	Tainan	0.49427681685927816	0.08109861700784102
50	Yunlin	0.5074583708407722	1
51	Changhua	1	0.22089041095706038
51	Chiayi	0.14046139627699677	0.4287411121328399
51	Kaohsiung	0.09373150557000363	0
51	Miaoli	0	0.250776061828156
51	Nantou	0	0.009535009507821069
51	Pingtung	0.5700158410343773	0.5324390288671128
51	Taichung	0.0017468471360914133	0
51	Tainan	0.2551999964296183	0.21660958903904828
51	Yunlin	0.7666290038242427	1
52	Changhua	0.830587251803728	0.22089041095706038
52	Chiayi	0.1393584111555087	0.503398606660143
52	Kaohsiung	0.18207924579186724	0
52	Pingtung	0.5426428351381607	0.5062599576835516
52	Taichung	0.004147641320683956	0
52	Tainan	0.4071797323557397	0.4348005618906176
52	Yunlin	0.6880583556934045	1
