statistic	time	lower	mean	upper
pro_Miaoli	2017.2	0	0	0
pro_Miaoli	2017.3	0	0	0
pro_Miaoli	2017.4	0	0	0
pro_Miaoli	2017.5	0	0	0
pro_Miaoli	2017.6	0	0	0
pro_Miaoli	2017.7	0	0	0
pro_Miaoli	2017.8	0	0	0
pro_Miaoli	2017.9	0	0.000232071	0
pro_Miaoli	2018	0	0.0005	0
pro_Miaoli	2018.1	0	0.0005	0
pro_Miaoli	2018.2	0	6.63543e-05	0
pro_Miaoli	2018.3	0	0	0
pro_Miaoli	2018.4	0	0	0
pro_Miaoli	2018.5	0	0	0
pro_Miaoli	2018.6	0	0	0
pro_Miaoli	2018.7	0	0	0
pro_Miaoli	2018.8	0	0	0
pro_Miaoli	2018.9	0	0	0
pro_Nantou	2014.8	0	0	0
pro_Nantou	2014.9	0	0	0
pro_Nantou	2015	0	0	0
pro_Nantou	2015.1	0	0	0
pro_Nantou	2015.2	0	0	0
pro_Nantou	2015.3	0	0	0
pro_Nantou	2015.4	0	0	0
pro_Nantou	2015.5	0	0	0
pro_Nantou	2015.6	0	0	0
pro_Nantou	2015.7	0	0	0
pro_Nantou	2015.8	0	0	0
pro_Nantou	2015.9	0	0	0
pro_Nantou	2016	0	0	0
pro_Nantou	2016.1	0	0	0
pro_Nantou	2016.2	0	0	0
pro_Nantou	2016.3	0	0	0
pro_Nantou	2016.4	0	0	0
pro_Nantou	2016.5	0	0.000290237	0
pro_Nantou	2016.6	0	0.000795889	0
pro_Nantou	2016.7	0	0.00282845	0
pro_Nantou	2016.8	0	0.00995716	0.0859473
pro_Nantou	2016.9	0	0.0321144	0.5
pro_Nantou	2017	0	0.0806678	0.5
pro_Nantou	2017.1	0	0.0919166	0.5
pro_Nantou	2017.2	0	0.046655	0.399645
pro_Nantou	2017.3	0	0.002	0
pro_Nantou	2017.4	0	0.002	0
pro_Nantou	2017.5	0	0.002	0
pro_Nantou	2017.6	0	0.002	0
pro_Nantou	2017.7	0	0.00205433	0
pro_Nantou	2017.8	0	0.00168841	0
pro_Nantou	2017.9	0	0.000866545	0
pro_Nantou	2018	0	0.0005	0
pro_Nantou	2018.1	0	0.0005	0
pro_Nantou	2018.2	0	0.000404921	0
pro_Nantou	2018.3	0	0	0
pro_Nantou	2018.4	0	0	0
pro_Nantou	2018.5	0	0	0
pro_Nantou	2018.6	0	0	0
